command_count,avg_command_length,shell_escape_count,directory_traversal_count,failed_login_count,payload_entropy,interaction_interval_var,persistence_score,ua_diversity,lateral_movement_index,sensitive_file_count,payload_to_cmd_ratio,label
1.0,8.0,0.0,0.0,1.0,2.5,0.0,2.0,1.0,0.5,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,30849154828.81234,6.0,1.0,0.16666666666666666,0.0,12.0,0
3.0,4.666666666666667,2.0,0.0,0.0,3.4613201402110083,194538267622.96487,3.0,1.0,0.3333333333333333,0.0,4.5,1
1.0,15.0,0.0,0.0,1.0,3.240223928941852,95318511925.80264,3.0,1.0,0.3333333333333333,1.0,7.5,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,6532245254.431804,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,52133180475.72816,4.0,1.0,0.25,0.0,12.0,0
1.0,8.0,0.0,0.0,0.0,2.5,102007410454.72801,3.0,1.0,0.3333333333333333,0.0,4.0,1
1.0,16.0,0.0,2.0,2.0,3.202819531114783,42778124712.765,3.0,1.0,0.3333333333333333,1.0,8.0,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,106465946456.15987,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,137441530485.33582,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,400261939245.6307,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,218513384670.2419,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,46571527072.50651,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,152394855552.69788,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,117253872586.44446,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,16.0,0.0,2.0,1.0,3.202819531114783,732679213.51284,3.0,1.0,0.3333333333333333,1.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,37612027784.78845,7.0,1.0,0.14285714285714285,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,177999779382.26556,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,27795892859.06056,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,207636970864.58206,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,178634599874.22818,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,139483265448.55362,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,61727803877.64813,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,10048119772.874142,4.0,1.0,0.25,0.0,12.0,0
1.0,15.0,0.0,0.0,1.0,3.240223928941852,44441667627.70768,5.0,1.0,0.2,1.0,7.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,30251473362.3219,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,54820001802.54507,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,124151445022.9218,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,31679804144.80142,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,149189068463.51617,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,120981604299.07887,5.0,1.0,0.16666666666666666,0.0,12.0,0
3.0,4.666666666666667,2.0,0.0,1.0,3.4613201402110083,103148819662.5294,3.0,1.0,0.3333333333333333,0.0,4.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,1.0,1.0,1.0,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,30239616036.431705,7.0,1.0,0.14285714285714285,0.0,12.0,0
1.0,24.0,0.0,0.0,3.0,4.053508854797678,89414045343.95378,7.0,1.0,0.14285714285714285,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,148607315976.91608,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,126850181651.21625,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,106627198666.28549,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,15.0,0.0,0.0,1.0,3.240223928941852,7276668096.578361,5.0,1.0,0.2,1.0,7.5,1
1.0,16.0,0.0,0.0,2.0,3.25,56048100093.19136,5.0,1.0,0.2,0.0,8.0,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,67114979315.520454,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,8.0,0.0,0.0,1.0,2.5,116391936534.41866,7.0,1.0,0.14285714285714285,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,144571398427.29636,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,125789251158.00595,7.0,1.0,0.14285714285714285,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,51479985231.144005,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,111378770007.49765,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,24.0,0.0,0.0,3.0,4.053508854797678,75729800976.8629,8.0,1.0,0.125,0.0,12.0,0
1.0,16.0,0.0,0.0,1.0,3.25,41160106153.16407,5.0,1.0,0.2,0.0,8.0,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,93623299416.35999,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,16.0,0.0,2.0,2.0,3.202819531114783,104481930065.1255,4.0,1.0,0.25,1.0,8.0,1
1.0,16.0,0.0,0.0,0.0,3.25,49744887810.4563,3.0,1.0,0.3333333333333333,0.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,137445830236.31073,8.0,1.0,0.125,0.0,12.0,0
1.0,16.0,0.0,0.0,2.0,3.25,47183780977.62059,6.0,1.0,0.16666666666666666,0.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,36583846519.790825,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,28155644890.130108,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,106274119767.23958,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,2.0,4.053508854797678,56339246202.90919,7.0,1.0,0.14285714285714285,0.0,12.0,0
1.0,24.0,0.0,0.0,2.0,4.053508854797678,26162698637.95332,4.0,1.0,0.25,0.0,12.0,0
1.0,16.0,0.0,0.0,0.0,3.25,0.0,2.0,1.0,0.5,0.0,8.0,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,34425724025.60596,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,51759955389.96008,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,27701872377.947277,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,29738157456.31363,7.0,1.0,0.14285714285714285,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,25265523026.641834,8.0,1.0,0.125,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,70737082367.28923,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,38469832320.10554,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,15.0,0.0,0.0,1.0,3.240223928941852,0.0,2.0,1.0,0.5,1.0,7.5,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,97257423301.31845,8.0,1.0,0.125,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,51943281797.51732,7.0,1.0,0.14285714285714285,0.0,12.0,0
1.0,8.0,0.0,0.0,1.0,2.5,100821626483.5836,7.0,1.0,0.14285714285714285,0.0,4.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,0.0,2.0,1.0,0.5,0.0,12.0,0
1.0,16.0,0.0,0.0,1.0,3.25,5690310973.305002,3.0,1.0,0.3333333333333333,0.0,8.0,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,29309330313.18876,8.0,1.0,0.125,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,161820005279.9263,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,8.0,0.0,0.0,2.0,2.5,0.0,2.0,1.0,0.5,0.0,4.0,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,66017910044.5209,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,114050879519.53441,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,21745560146.81491,9.0,1.0,0.1111111111111111,0.0,12.0,0
3.0,4.666666666666667,2.0,0.0,2.0,3.4613201402110083,69118574086.1229,7.0,1.0,0.14285714285714285,0.0,4.5,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,60907479902.28594,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,27438429389.934032,6.0,1.0,0.16666666666666666,0.0,12.0,0
1.0,15.0,0.0,0.0,0.0,3.240223928941852,32226596021.869804,8.0,1.0,0.125,1.0,7.5,1
3.0,4.666666666666667,2.0,0.0,0.0,3.4613201402110083,36417328154.99548,9.0,1.0,0.1111111111111111,0.0,4.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,138776584824.845,5.0,1.0,0.2,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,62956030359.72022,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,1.0,4.053508854797678,56384002387.75896,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,97522835635.92056,5.0,1.0,0.2,0.0,12.0,0
1.0,16.0,0.0,2.0,1.0,3.202819531114783,0.0,2.0,1.0,0.5,1.0,8.0,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,21216543565.495037,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,0.0,4.053508854797678,109052892767.75235,5.0,1.0,0.2,0.0,12.0,0
1.0,8.0,0.0,0.0,0.0,2.5,126423955181.07393,4.0,1.0,0.25,0.0,4.0,1
1.0,16.0,0.0,0.0,2.0,3.25,84179206086.03409,8.0,1.0,0.125,0.0,8.0,1
1.0,16.0,0.0,2.0,0.0,3.202819531114783,110973869468.23381,4.0,1.0,0.25,1.0,8.0,1
1.0,15.0,0.0,0.0,2.0,3.240223928941852,19691973525.571392,10.0,1.0,0.1,1.0,7.5,1
1.0,16.0,0.0,2.0,2.0,3.202819531114783,50484142451.3223,5.0,1.0,0.2,1.0,8.0,1
1.0,24.0,0.0,0.0,2.0,4.053508854797678,14548768475.486702,3.0,1.0,0.3333333333333333,0.0,12.0,0
1.0,16.0,0.0,0.0,0.0,3.25,65511451993.10217,5.0,1.0,0.2,0.0,8.0,1
1.0,15.0,0.0,0.0,2.0,3.240223928941852,30110580402.701405,3.0,1.0,0.3333333333333333,1.0,7.5,1
1.0,24.0,0.0,0.0,0.0,4.053508854797678,149937883596.43494,4.0,1.0,0.25,0.0,12.0,0
1.0,24.0,0.0,0.0,2.0,4.053508854797678,95299595963.68924,9.0,1.0,0.1111111111111111,0.0,12.0,0
1.0,16.0,0.0,0.0,2.0,3.25,148298699336.1027,5.0,1.0,0.2,0.0,8.0,1
3.0,4.666666666666667,2.0,0.0,0.0,3.4613201402110083,79223984192.28242,5.0,1.0,0.2,0.0,4.5,1
1.0,24.0,0.0,0.0,1.0,4.053508854797678,113170341507.81116,5.0,1.0,0.2,0.0,12.0,0
1.0,16.0,0.0,0.0,1.0,3.25,1898512197.78168,3.0,1.0,0.3333333333333333,0.0,8.0,1
1.0,16.0,0.0,2.0,1.0,3.202819531114783,115988350753.72763,4.0,1.0,0.25,1.0,8.0,1
1.0,16.0,0.0,0.0,3.0,3.25,39070098711.50494,6.0,1.0,0.16666666666666666,0.0,8.0,1
1.0,16.0,0.0,2.0,1.0,3.202819531114783,52984066832.01115,4.0,1.0,0.25,1.0,8.0,1
